file,class,x,y,w,h,px1,py1,px2,py2
20230609a156.txt,0.0,0.571094,0.844444,0.023438,0.072222,0.576562,0.812963,0.563021,0.875926
20230609a156.txt,0.0,0.792448,0.805556,0.026562,0.061111,0.8,0.781481,0.781771,0.832407
20230609a156.txt,0.0,0.180729,0.387963,0.028125,0.051852,0.177604,0.409259,0.190625,0.369444
20230609a156.txt,0.0,0.401302,0.412269,0.023438,0.036574,0.401042,0.396296,0.401042,0.425926
20230609a162.txt,0.0,0.783073,0.4875,0.027604,0.073148,0.790625,0.455556,0.775521,0.52037
20230609a162.txt,0.0,0.180208,0.399537,0.020833,0.041667,0.175,0.417593,0.185938,0.382407
20230609a168.txt,0.0,0.169271,0.403241,0.034375,0.032407,0.155208,0.407407,0.184375,0.396296
20230609a168.txt,0.0,0.588802,0.775,0.020313,0.055556,0.594271,0.751852,0.583854,0.799074
20230609a168.txt,0.0,0.809896,0.662963,0.058333,0.07963,0.786979,0.631481,0.834375,0.692593
20230609a174.txt,0.0,0.151562,0.404167,0.038542,0.030556,0.134375,0.4,0.168229,0.401852
20230609a174.txt,0.0,0.365625,0.978704,0.030208,0.042593,0.359375,0.964815,0.366667,0.997222
20230609a174.txt,0.0,0.727422,0.933426,0.023281,0.039074,0.736979,0.917593,0.71875,0.949074
20230609a180.txt,0.0,0.145833,0.392593,0.039583,0.046296,0.129167,0.384259,0.160417,0.406481
20230609a180.txt,0.0,0.957552,0.857222,0.024479,0.047778,0.966667,0.837963,0.947396,0.876852
20230609a180.txt,0.0,0.209896,0.96713,0.028125,0.065741,0.215625,0.939815,0.198958,0.996296
20230609a186.txt,0.0,0.143229,0.375,0.016667,0.044444,0.14375,0.356481,0.144271,0.392593
20230609a186.txt,0.0,0.319531,0.717593,0.019271,0.074074,0.320833,0.685185,0.318229,0.750926
20230609a192.txt,0.0,0.144818,0.420833,0.033281,0.050926,0.156771,0.401852,0.130208,0.441667
20230609a192.txt,0.0,0.970833,0.512037,0.028125,0.059259,0.960417,0.487037,0.980208,0.536111
20230609a192.txt,0.0,0.105729,0.531944,0.027083,0.082407,0.1,0.497222,0.111979,0.565741
20230609a198.txt,0.0,0.009896,0.550463,0.01875,0.076852,0.0125,0.517593,0.003125,0.583333
20230609a198.txt,0.0,0.984635,0.440278,0.030729,0.052778,0.974479,0.425,0.997396,0.448148
20230609a198.txt,0.0,0.801562,0.577778,0.0125,0.046296,0.800521,0.559259,0.800521,0.597222
20230609a198.txt,0.0,0.323177,0.432407,0.023438,0.061111,0.326042,0.406481,0.316146,0.458333
20230609a204.txt,0.0,0.803125,0.57037,0.015625,0.046296,0.801042,0.552778,0.800521,0.589815
20230609a204.txt,0.0,0.358073,0.416667,0.025521,0.048148,0.365625,0.397222,0.351042,0.436111
20230609a204.txt,0.0,0.123698,0.675926,0.043229,0.053704,0.140104,0.660185,0.103646,0.696296
20230609a204.txt,0.0,0.145833,0.868981,0.030208,0.113889,0.14375,0.819444,0.146354,0.919444
20230609a204.txt,0.0,0.415807,0.893981,0.04026,0.065741,0.400521,0.868519,0.431771,0.921296
20230609a210.txt,0.0,0.04401,0.5125,0.024479,0.078704,0.039583,0.477778,0.05,0.547222
20230609a210.txt,0.0,0.359375,0.418981,0.030208,0.047222,0.369792,0.400926,0.348958,0.438889
20230609a210.txt,0.0,0.31276,0.991204,0.042188,0.017593,0.328646,0.99537,0.295833,0.997222
20230609a210.txt,0.0,0.31875,0.904167,0.032292,0.067593,0.328125,0.876852,0.305208,0.930556
20230609a210.txt,0.0,0.822396,0.517593,0.029167,0.057407,0.811979,0.49537,0.832292,0.539815
20230609a216.txt,0.0,0.192708,0.961111,0.04375,0.077778,0.205729,0.931481,0.178125,0.997222
20230609a216.txt,0.0,0.034375,0.517593,0.029167,0.048148,0.046354,0.5,0.022917,0.537963
20230609a216.txt,0.0,0.368229,0.410648,0.028125,0.034259,0.378646,0.396296,0.357812,0.422222
20230609a216.txt,0.0,0.733333,0.514815,0.028125,0.057407,0.725,0.49537,0.744271,0.537963
20230609a216.txt,0.0,0.527865,0.945093,0.019271,0.052407,0.532813,0.921296,0.522917,0.968519
20230609a222.txt,0.0,0.18151,0.449074,0.035937,0.046296,0.195312,0.431481,0.165625,0.466667
20230609a222.txt,0.0,0.566146,0.516667,0.022917,0.064815,0.561979,0.487963,0.570312,0.544444
20230609a222.txt,0.0,0.649219,0.564352,0.023438,0.086111,0.651563,0.526852,0.647396,0.602778
20230609a222.txt,0.0,0.741667,0.743981,0.023958,0.04537,0.75,0.726852,0.732292,0.762037
20230609a222.txt,0.0,0.794531,0.832407,0.026562,0.085185,0.799479,0.798148,0.786979,0.866667
20230609a222.txt,0.0,0.175781,0.965278,0.042188,0.069444,0.188021,0.942593,0.165625,0.997222
20230609a228.txt,0.0,0.673438,0.783333,0.028125,0.083333,0.668229,0.746296,0.678125,0.817593
20230609a228.txt,0.0,0.701042,0.377778,0.019792,0.055556,0.701562,0.353704,0.699479,0.402778
20230609a228.txt,0.0,0.513802,0.425926,0.028646,0.057407,0.503646,0.402778,0.521875,0.449074
20230609a228.txt,0.0,0.402865,0.641204,0.025521,0.062037,0.410938,0.613889,0.392708,0.666667
20230609a228.txt,0.0,0.313542,0.563889,0.038542,0.061111,0.328125,0.539815,0.296354,0.589815
20230609a228.txt,0.0,0.367969,0.444444,0.020313,0.066667,0.369792,0.418519,0.364063,0.473148
20230609a234.txt,0.0,0.703125,0.364352,0.028125,0.043519,0.711458,0.348148,0.69375,0.378704
20230609a234.txt,0.0,0.496354,0.41713,0.025,0.039815,0.495312,0.400926,0.502083,0.431481
20230609a234.txt,0.0,0.508333,0.520833,0.017708,0.060185,0.506771,0.494444,0.509375,0.546296
20230609a234.txt,0.0,0.400781,0.431944,0.024479,0.056481,0.404687,0.408333,0.393229,0.455556
20230609a234.txt,0.0,0.366927,0.886111,0.038021,0.072222,0.354687,0.856481,0.381771,0.915741
20230609a234.txt,0.0,0.55,0.835741,0.022917,0.078889,0.553125,0.800926,0.544271,0.864815
20230609a240.txt,0.0,0.711979,0.35787,0.027083,0.05463,0.719271,0.334259,0.7,0.381481
20230609a240.txt,0.0,0.49974,0.455093,0.026562,0.056481,0.494792,0.430556,0.504167,0.474074
20230609a240.txt,0.0,0.400781,0.40787,0.017188,0.026852,0.401042,0.396296,0.4,0.415741
20230609a240.txt,0.0,0.578385,0.827315,0.019271,0.073148,0.576562,0.79537,0.582292,0.860185
20230609a246.txt,0.0,0.885677,0.585648,0.031771,0.125,0.888021,0.52963,0.883333,0.641667
20230609a246.txt,0.0,0.725521,0.344907,0.03125,0.047222,0.736979,0.325926,0.710938,0.365741
20230609a246.txt,0.0,0.494792,0.417593,0.023958,0.040741,0.495312,0.399074,0.494792,0.433333
20230609a246.txt,0.0,0.53125,0.627778,0.022917,0.066667,0.525521,0.600926,0.536979,0.657407
20230609a246.txt,0.0,0.099479,0.765741,0.040625,0.051852,0.116667,0.748148,0.08125,0.785185
20230609a252.txt,0.0,0.313802,0.887963,0.032813,0.040741,0.328125,0.873148,0.298958,0.902778
20230609a252.txt,0.0,0.151042,0.858796,0.028125,0.082407,0.144271,0.822222,0.154167,0.89537
20230609a252.txt,0.0,0.501823,0.522222,0.025521,0.059259,0.509896,0.496296,0.493229,0.549074
20230609a252.txt,0.0,0.732812,0.318056,0.020833,0.063889,0.735417,0.291667,0.729167,0.346296
20230609a252.txt,0.0,0.822656,0.292593,0.027604,0.081481,0.820312,0.259259,0.827604,0.327778
20230609a258.txt,0.0,0.729167,0.410185,0.023958,0.046296,0.736979,0.393519,0.719792,0.430556
20230609a258.txt,0.0,0.706771,0.326389,0.021875,0.078704,0.703646,0.291667,0.710417,0.359259
20230609a258.txt,0.0,0.648958,0.456019,0.01875,0.065741,0.649479,0.425926,0.647396,0.485185
20230609a258.txt,0.0,0.503125,0.169444,0.041667,0.068519,0.4875,0.141667,0.519792,0.199074
20230609a258.txt,0.0,0.415104,0.453241,0.033333,0.058333,0.427604,0.428704,0.401042,0.478704
20230609a258.txt,0.0,0.036198,0.562963,0.049479,0.053704,0.057292,0.544444,0.014583,0.582407
20230609a258.txt,0.0,0.633333,0.957407,0.017708,0.064815,0.635417,0.928704,0.632292,0.985185
20230609a258.txt,0.0,0.515365,0.977778,0.030729,0.042593,0.526563,0.961111,0.502083,0.996296
20230609a264.txt,0.0,0.735156,0.421296,0.031771,0.040741,0.744792,0.409259,0.720833,0.432407
20230609a264.txt,0.0,0.641146,0.431481,0.025,0.059259,0.643229,0.405556,0.640104,0.45463
20230609a264.txt,0.0,0.448177,0.415741,0.028646,0.053704,0.453125,0.398148,0.436979,0.439815
20230609a264.txt,0.0,0.471875,0.40787,0.051042,0.060185,0.450521,0.387037,0.494792,0.42963
20230609a264.txt,0.0,0.321354,0.412963,0.025,0.075926,0.317188,0.37963,0.327083,0.446296
20230609a264.txt,0.0,0.247135,0.46713,0.029687,0.056481,0.257292,0.442593,0.235417,0.491667
20230609a264.txt,0.0,0.241146,0.716667,0.029167,0.081481,0.247396,0.683333,0.230208,0.753704
20230609a264.txt,0.0,0.578125,0.951852,0.023958,0.059259,0.570312,0.926852,0.586458,0.976852
20230609a270.txt,0.0,0.231771,0.815278,0.019792,0.062037,0.228125,0.787963,0.235937,0.842593
20230609a270.txt,0.0,0.465365,0.423611,0.021354,0.056481,0.471354,0.400926,0.459896,0.448148
20230609a270.txt,0.0,0.643229,0.412963,0.019792,0.025926,0.642188,0.401852,0.641146,0.421296
20230609a270.txt,0.0,0.78776,0.765278,0.022396,0.069444,0.793229,0.735185,0.781771,0.79537
20230609a270.txt,0.0,0.405469,0.521296,0.020313,0.07037,0.405208,0.490741,0.406771,0.552778
20230609a270.txt,0.0,0.730729,0.427315,0.036458,0.034259,0.746354,0.427778,0.714583,0.423148
20230609a270.txt,0.0,0.478906,0.573148,0.028646,0.064815,0.488542,0.547222,0.467708,0.601852
20230609a270.txt,0.0,0.372396,0.443519,0.020833,0.062963,0.370833,0.414815,0.373958,0.472222
20230609a276.txt,0.0,0.21224,0.936574,0.032813,0.041667,0.225521,0.919444,0.197917,0.951852
20230609a276.txt,0.0,0.632552,0.513889,0.019271,0.068519,0.63125,0.484259,0.635417,0.542593
20230609a276.txt,0.0,0.735417,0.425926,0.034375,0.033333,0.748958,0.426852,0.719271,0.419444
20230609a276.txt,0.0,0.473438,0.413426,0.021875,0.034259,0.478125,0.399074,0.466667,0.426852
20230609a276.txt,0.0,0.459896,0.449537,0.019792,0.062037,0.457813,0.42037,0.460938,0.477778
20230609a276.txt,0.0,0.364323,0.415741,0.022396,0.046296,0.359896,0.394444,0.365104,0.434259
20230609a282.txt,0.0,0.534375,0.773611,0.027083,0.078704,0.527604,0.738889,0.541146,0.805556
20230609a282.txt,0.0,0.689844,0.845833,0.042188,0.049074,0.672917,0.830556,0.705729,0.866667
20230609a282.txt,0.0,0.740104,0.425926,0.039583,0.040741,0.753646,0.416667,0.721875,0.42963
20230609a282.txt,0.0,0.594271,0.444907,0.023958,0.058333,0.597917,0.419444,0.588021,0.469444
20230609a282.txt,0.0,0.450521,0.423148,0.023958,0.051852,0.448958,0.400926,0.453125,0.443519
20230609a288.txt,0.0,0.741146,0.424074,0.041667,0.037037,0.755208,0.417593,0.722917,0.427778
20230609a288.txt,0.0,0.598958,0.41713,0.019792,0.037963,0.598958,0.400926,0.597396,0.431481
20230609a288.txt,0.0,0.249219,0.734259,0.032813,0.090741,0.239063,0.694444,0.258854,0.774074
20230609a288.txt,0.0,0.068229,0.808333,0.019792,0.072222,0.066667,0.776852,0.068229,0.839815
20230609a294.txt,0.0,0.742188,0.423148,0.0375,0.035185,0.755729,0.423148,0.724479,0.418519
20230609a294.txt,0.0,0.209115,0.690278,0.030729,0.073148,0.219792,0.659259,0.197396,0.722222
20230609a294.txt,0.0,0.070312,0.716204,0.036458,0.05463,0.083854,0.694444,0.055208,0.737037
20230609a294.txt,0.0,0.021094,0.800463,0.021354,0.073148,0.024479,0.767593,0.019271,0.833333
20230609a300.txt,0.0,0.829427,0.701389,0.040104,0.047222,0.813021,0.684259,0.845313,0.715741
20230609a300.txt,0.0,0.051302,0.632407,0.022396,0.061111,0.056771,0.606481,0.044792,0.658333
20230609a300.txt,0.0,0.361198,0.984259,0.019271,0.031481,0.359375,0.971296,0.360938,0.997222
20230609a300.txt,0.0,0.743229,0.424074,0.030208,0.033333,0.752083,0.419444,0.729167,0.424074
20230609a300.txt,0.0,0.278125,0.5375,0.027083,0.060185,0.286979,0.512963,0.269271,0.564815
20230609a300.txt,0.0,0.302865,0.434259,0.032813,0.051852,0.296875,0.426852,0.316146,0.45463
20230609a306.txt,0.0,0.403646,0.417593,0.022917,0.059259,0.40625,0.393519,0.397396,0.441667
20230609a306.txt,0.0,0.306771,0.434259,0.023958,0.064815,0.311458,0.409259,0.3,0.462037
20230609a306.txt,0.0,0.748177,0.423148,0.035937,0.035185,0.760938,0.42037,0.732292,0.42037
20230609a306.txt,0.0,0.415625,0.698611,0.026042,0.063889,0.408854,0.671296,0.423438,0.724074
20230609a306.txt,0.0,0.084635,0.438889,0.029687,0.053704,0.095833,0.419444,0.072917,0.460185
20230609a312.txt,0.0,0.752865,0.424537,0.034896,0.036111,0.765104,0.430556,0.738021,0.415741
20230609a312.txt,0.0,0.445052,0.423611,0.028646,0.049074,0.455729,0.40463,0.434896,0.442593
20230609a312.txt,0.0,0.311979,0.429167,0.027083,0.060185,0.320312,0.402778,0.303646,0.452778
20230609a312.txt,0.0,0.278646,0.520833,0.028125,0.067593,0.2875,0.493519,0.270313,0.549074
20230609a312.txt,0.0,0.316667,0.736574,0.023958,0.086111,0.318229,0.7,0.311979,0.774074
20230609a312.txt,0.0,0.38776,0.909722,0.022396,0.063889,0.391667,0.882407,0.38125,0.936111
20230609a312.txt,0.0,0.414844,0.95787,0.021354,0.080556,0.415104,0.921296,0.414062,0.992593
20230609a318.txt,0.0,0.530208,0.722222,0.026042,0.044444,0.539062,0.707407,0.519792,0.737037
20230609a318.txt,0.0,0.652344,0.837037,0.027604,0.037037,0.663542,0.825,0.639583,0.849074
20230609a318.txt,0.0,0.756771,0.424074,0.040625,0.037037,0.771354,0.425,0.738021,0.415741
20230609a318.txt,0.0,0.351302,0.711111,0.036979,0.031481,0.335417,0.706481,0.366667,0.712963
20230609a318.txt,0.0,0.41901,0.599537,0.028646,0.05463,0.429167,0.578704,0.407813,0.622222
20230609a318.txt,0.0,0.930208,0.847685,0.01875,0.058333,0.933333,0.823148,0.926042,0.874074
20230609a324.txt,0.0,0.76224,0.413889,0.032813,0.044444,0.772396,0.4,0.747917,0.426852
20230609a324.txt,0.0,0.967969,0.553241,0.027604,0.076852,0.959896,0.52037,0.974479,0.587037
20230609a324.txt,0.0,0.739062,0.677315,0.032292,0.052778,0.751042,0.655556,0.725,0.699074
20230609a324.txt,0.0,0.54349,0.493519,0.018229,0.061111,0.543229,0.466667,0.542708,0.519444
20230609a324.txt,0.0,0.288802,0.403704,0.023438,0.024074,0.281771,0.40463,0.289062,0.393519
20230609a324.txt,0.0,0.102865,0.906481,0.028646,0.074074,0.108854,0.873148,0.092708,0.937963
20230609a324.txt,0.0,0.316406,0.941667,0.023438,0.055556,0.320833,0.92037,0.309896,0.964815
20230609a330.txt,0.0,0.784896,0.923148,0.032292,0.083333,0.774479,0.886111,0.795833,0.958333
20230609a330.txt,0.0,0.883594,0.641204,0.022396,0.058333,0.877604,0.614815,0.890104,0.666667
20230609a330.txt,0.0,0.783333,0.428704,0.027083,0.061111,0.775521,0.405556,0.794792,0.456481
20230609a330.txt,0.0,0.767448,0.406481,0.032813,0.044444,0.781771,0.387037,0.753646,0.422222
20230609a330.txt,0.0,0.576302,0.429167,0.024479,0.05463,0.580729,0.403704,0.574479,0.451852
20230609a330.txt,0.0,0.36849,0.793056,0.027604,0.058333,0.377083,0.767593,0.357292,0.816667
20230609a330.txt,0.0,0.285417,0.402315,0.023958,0.028704,0.278125,0.400926,0.290104,0.392593
20230609a330.txt,0.0,0.005729,0.672685,0.010417,0.032407,0.007812,0.665741,0.001042,0.673148
20230609a336.txt,0.0,0.18776,0.8375,0.020313,0.069444,0.191146,0.805556,0.184375,0.867593
20230609a336.txt,0.0,0.414844,0.743056,0.039062,0.060185,0.4,0.718519,0.429167,0.766667
20230609a336.txt,0.0,0.676562,0.788889,0.023958,0.053704,0.685417,0.766667,0.667708,0.812037
20230609a336.txt,0.0,0.597396,0.530093,0.028125,0.062037,0.588021,0.505556,0.606771,0.555556
20230609a336.txt,0.0,0.577604,0.410185,0.013542,0.024074,0.577604,0.4,0.575521,0.419444
20230609a336.txt,0.0,0.776563,0.397685,0.032292,0.052778,0.788021,0.376852,0.761979,0.418519
20230609a336.txt,0.0,0.846354,0.614352,0.022917,0.049074,0.854167,0.594444,0.838021,0.635185
20230609a336.txt,0.0,0.106771,0.480093,0.0375,0.047222,0.121875,0.461111,0.092188,0.497222
20230609a342.txt,0.0,0.890625,0.707407,0.022917,0.062963,0.885417,0.680556,0.897396,0.734259
20230609a342.txt,0.0,0.778646,0.39213,0.032292,0.050926,0.791146,0.373148,0.765625,0.412963
20230609a342.txt,0.0,0.534115,0.440278,0.022396,0.063889,0.530208,0.412963,0.535417,0.468519
20230609a342.txt,0.0,0.369792,0.456019,0.026042,0.056481,0.376042,0.430556,0.359896,0.47963
20230609a342.txt,0.0,0.136979,0.547222,0.027083,0.072222,0.14375,0.514815,0.127604,0.57963
20230609a342.txt,0.0,0.496615,0.851389,0.019271,0.05463,0.501042,0.828704,0.490104,0.875926
20230609a48.txt,0.0,0.44349,0.34213,0.036979,0.037963,0.427604,0.336111,0.459896,0.346296
20230609a48.txt,0.0,0.545312,0.440741,0.022917,0.062963,0.547396,0.413889,0.542188,0.467593
20230609a48.txt,0.0,0.423438,0.558333,0.020833,0.07037,0.425521,0.526852,0.419792,0.587037
20230609a48.txt,0.0,0.278646,0.439815,0.034375,0.061111,0.291146,0.418519,0.265104,0.464815
20230609a48.txt,0.0,0.08151,0.506481,0.040104,0.048148,0.096354,0.487037,0.064062,0.524074
20230609a54.txt,0.0,0.421354,0.822222,0.033333,0.064815,0.431771,0.79537,0.407292,0.848148
20230609a54.txt,0.0,0.46901,0.579167,0.021354,0.062037,0.471354,0.551852,0.4625,0.605556
20230609a54.txt,0.0,0.461198,0.465741,0.025521,0.059259,0.466146,0.439815,0.453125,0.490741
20230609a54.txt,0.0,0.420833,0.345833,0.0375,0.036111,0.405208,0.338889,0.4375,0.351852
20230609a54.txt,0.0,0.554688,0.408333,0.020833,0.027778,0.557292,0.396296,0.549479,0.417593
20230609a60.txt,0.0,0.485677,0.857407,0.018229,0.062963,0.483333,0.82963,0.486979,0.885185
20230609a60.txt,0.0,0.585417,0.531481,0.022917,0.059259,0.590625,0.507407,0.578125,0.556481
20230609a60.txt,0.0,0.47526,0.425463,0.026562,0.05463,0.482812,0.402778,0.467187,0.448148
20230609a60.txt,0.0,0.402083,0.34537,0.034375,0.042593,0.388021,0.32963,0.416146,0.358333
20230609a66.txt,0.0,0.133333,0.839815,0.030208,0.05,0.145313,0.825926,0.120313,0.858333
20230609a66.txt,0.0,0.382031,0.339352,0.034896,0.039815,0.366667,0.325,0.396354,0.350926
20230609a66.txt,0.0,0.489844,0.4125,0.023438,0.036111,0.493229,0.397222,0.486979,0.426852
20230609a66.txt,0.0,0.666927,0.481944,0.023438,0.058333,0.670312,0.459259,0.661979,0.507407
20230609a66.txt,0.0,0.404948,0.681944,0.025521,0.075,0.406771,0.648148,0.398438,0.713889
20230609a72.txt,0.0,0.6625,0.438426,0.020833,0.058333,0.663542,0.412037,0.660417,0.462963
20230609a72.txt,0.0,0.404687,0.49213,0.021875,0.063889,0.402604,0.463889,0.407292,0.52037
20230609a72.txt,0.0,0.359375,0.338426,0.036458,0.039815,0.343229,0.325,0.375521,0.348148
20230609a72.txt,0.0,0.41901,0.990278,0.028646,0.019444,0.427604,0.985185,0.419271,0.998148
20230609a78.txt,0.0,0.676562,0.428704,0.035417,0.038889,0.688542,0.417593,0.661979,0.439815
20230609a78.txt,0.0,0.378385,0.428704,0.024479,0.059259,0.373958,0.402778,0.380729,0.450926
20230609a78.txt,0.0,0.339062,0.340741,0.036458,0.038889,0.323437,0.328704,0.354687,0.351852
20230609a84.txt,0.0,0.833594,0.70463,0.022396,0.085185,0.830729,0.67037,0.834375,0.742593
20230609a84.txt,0.0,0.671875,0.433796,0.020833,0.058333,0.670312,0.409259,0.66875,0.458333
20230609a84.txt,0.0,0.370312,0.407407,0.022917,0.033333,0.369271,0.393519,0.373437,0.42037
20230609a84.txt,0.0,0.321354,0.33287,0.03125,0.052778,0.310417,0.312037,0.333854,0.35463
20230609a90.txt,0.0,0.61224,0.710648,0.039062,0.052778,0.596875,0.690741,0.628646,0.730556
20230609a90.txt,0.0,0.663021,0.433796,0.027083,0.058333,0.654687,0.412037,0.670312,0.458333
20230609a90.txt,0.0,0.323958,0.326852,0.026042,0.066667,0.322396,0.298148,0.327083,0.353704
20230609a90.txt,0.0,0.236979,0.623611,0.035417,0.080556,0.225,0.590741,0.248958,0.658333
20230609a96.txt,0.0,0.979427,0.906481,0.041146,0.055556,0.963542,0.903704,0.997917,0.907407
20230609a96.txt,0.0,0.642708,0.413889,0.026042,0.033333,0.634375,0.398148,0.651563,0.426852
20230609a96.txt,0.0,0.314063,0.317593,0.036458,0.040741,0.297917,0.307407,0.329167,0.328704
20230609a96.txt,0.0,0.110937,0.64537,0.034375,0.059259,0.123958,0.62037,0.096875,0.671296
20230609a96.txt,0.0,0.184896,0.975,0.019792,0.05,0.184375,0.953704,0.184896,0.997222
20230609b252.txt,0.0,0.352865,0.447685,0.032813,0.030556,0.341667,0.45463,0.359896,0.434259
20230609b252.txt,0.0,0.241927,0.805093,0.026562,0.086111,0.245312,0.769444,0.235417,0.840741
20230609b258.txt,0.0,0.34401,0.449537,0.039062,0.034259,0.329167,0.453704,0.357292,0.437037
20230609b258.txt,0.0,0.26849,0.717593,0.027604,0.068519,0.273958,0.688889,0.259375,0.74537
20230609b258.txt,0.0,0.011198,0.723148,0.021354,0.057407,0.017188,0.701852,0.001042,0.727778
20230609b264.txt,0.0,0.415104,0.555093,0.022917,0.065741,0.419271,0.525,0.408333,0.583333
20230609b264.txt,0.0,0.280729,0.574537,0.025,0.078704,0.280208,0.541667,0.277604,0.610185
